"MOVIEID","IMDBID","TITLE","GENRES","TITLETYPE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","ORIGINAL_LANGUAGE","RUNTIMEMINUTES","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING"
6356,"0050468","Gunfight at the O.K. Corral","Western","movie",1957,"30/05/1957",122,"Wallis-Hazen",1.890835,"en","122","John Sturges",2,"Burt Lancaster",2,"Kirk Douglas",2,7.2,13275,0,11750000,55,6.9,380,3.52236842105263157894736842105263157895
127987,"0169828","The Father of a Soldier","Drama|War","movie",1965,"01/01/1964",83,"Gruzia-Film",0.20415,"en","87","Rezo Chkheidze",0,"Sergo Zakariadze",2,"Radner Muratov",0,8.6,3714,0,0,9,6.8,13,4.07692307692307692307692307692307692308
8167,"0026174","Captain Blood","Action|Adventure|Romance","movie",1935,"19/12/1935",119,"Cosmopolitan Productions",0.629918,"en","119","Michael Curtiz",0,"Errol Flynn",2,"Olivia de Havilland",1,7.7,12352,0,0,49,7.3,467,3.84796573875802997858672376873661670236
6749,"0029440","The Prince and the Pauper","Adventure|Drama","movie",1937,"08/05/1937",118,"First National Pictures",0.714295,"en","118","William Keighley",2,"Errol Flynn",2,"Claude Rains",2,7.2,2238,0,0,8,6.4,133,3.51127819548872180451127819548872180451
5126,"0050294","The Deadly Mantis","Horror|Sci-Fi","movie",1957,"01/05/1957",79,"Universal International Pictures (UI)",0.004145,"en","79","Nathan H. Juran",0,"Craig Stevens",2,"William Hopper",2,5.1,2943,0,0,15,5.1,74,2.33108108108108108108108108108108108108
26393,"0076740","Sorcerer","Action|Thriller","movie",1977,"24/06/1977",121,"Paramount Pictures",1.052255,"en","121","William Friedkin",0,"Roy Scheider",2,"Bruno Cremer",2,7.7,16267,22000000,12000000,97,7.4,215,3.74186046511627906976744186046511627907
8896,"0051756","I Married a Monster from Outer Space","Horror|Sci-Fi","movie",1958,"01/10/1958",78,"Paramount Pictures",0.039864,"en","78","Gene Fowler Jr.",2,"Tom Tryon",2,"Gloria Talbott",1,6.3,2301,0,0,11,6,45,3.1
5045,"0080771","Galaxina","Comedy|Sci-Fi","movie",1980,"06/06/1980",95,"Marimark Productions",0.311081,"en","95","William Sachs",2,"Dorothy Stratten",1,"Stephen Macht",2,3.7,2534,5500000,4865000,15,3.1,67,1.94776119402985074626865671641791044776
5555,"0083336","Wolfen","Horror","movie",1981,"24/07/1981",115,"Orion Pictures Corporation",0.257302,"en","115","Michael Wadleigh",2,"Albert Finney",0,"Diane Venora",1,6.3,8613,17000000,10626725,56,6,279,3.05376344086021505376344086021505376344
26630,"0095655","Moonwalker","Musical","movie",1988,"29/10/1988",93,"Ultimate Productions",1.868733,"en","93","Colin Chilvers",0,"Michael Jackson",2,"Joe Pesci",2,6.1,15343,22000000,0,107,6,96,2.80729166666666666666666666666666666667
3625,"0207998","Better Living Through Circuitry","Documentary","movie",1999,"01/01/1999",85,"none",0.000148,"en","85","Jon Reiss",2,"none",0,"none",0,7.1,387,0,0,2,4,61,3.40983606557377049180327868852459016393
269,"0107566","Mi Vida Loca","Drama","movie",1993,"08/06/1994",92,"Channel Four Films",0.390359,"en","92","Allison Anders",1,"Angel Aviles",0,"Seidy López",1,6.5,1865,0,0,9,5.7,550,3.45181818181818181818181818181818181818
26153,"0060472","Grand Prix","Drama","movie",1966,"21/12/1966",176,"Cherokee Productions",0.619363,"en","176","John Frankenheimer",2,"James Garner",2,"Eva Marie Saint",1,7.2,7621,0,0,34,6.2,52,3.26923076923076923076923076923076923077
2342,"0116488","Hard Core Logo","Comedy|Drama","movie",1996,"25/10/1996",92,"Terminal City Pictures",0.24664,"en","92","Bruce McDonald",2,"Hugh Dillon",2,"Callum Keith Rennie",2,7.3,2495,0,0,8,6.4,244,3.60655737704918032786885245901639344262
3659,"0050873","Quatermass II","Sci-Fi|Thriller","movie",1957,"24/05/1957",85,"Hammer Film Productions",0.471141,"en","85","Val Guest",2,"Brian Donlevy",2,"John Longden",2,6.9,3234,0,0,31,6.2,163,3.38650306748466257668711656441717791411
26702,"0100469","The Reflecting Skin","Drama|Horror|Thriller","movie",1990,"28/08/1990",95,"BBC Films",0.820544,"en","96","Philip Ridley",0,"Viggo Mortensen",2,"Lindsay Duncan",1,6.9,6892,0,0,35,6.7,95,3.42631578947368421052631578947368421053
6744,"0089730","Once Bitten","Comedy|Horror","movie",1985,"15/11/1985",94,"Night Light Films",0.462948,"en","94","Howard Storm",2,"Jim Carrey",2,"Lauren Hutton",1,5.5,12766,3200000,10000000,68,5.3,419,2.51073985680190930787589498806682577566
6900,"0075765","Black Sunday","Action|Drama|Thriller","movie",1977,"11/03/1977",143,"Paramount Pictures",0.427013,"en","143","John Frankenheimer",2,"Robert Shaw",2,"Bruce Dern",1,6.8,6296,0,0,38,6.8,172,3.21802325581395348837209302325581395349
58130,"0021508","Up the River","Comedy|Crime|Drama","movie",1930,"12/10/1930",85,"Fox Film Corporation",0.020915,"en","92","John Ford",0,"Spencer Tracy",2,"Claire Luce",0,6,995,0,0,6,5.7,5,3.2
91858,"0064356","The Cow","Drama","movie",1969,"01/01/1969",105,"none",0.14463,"en","104","Dariush Mehrjui",0,"Ezzatolah Entezami",0,"Mahin Shahabi",0,8.1,5892,0,0,8,8.1,21,3.52380952380952380952380952380952380952
6446,"0054757","The Comancheros","Action|Adventure|Drama|Romance","movie",1961,"30/10/1961",105,"Twentieth Century Fox Film Corporation",0.80523,"en","107","Michael Curtiz",0,"John Wayne",2,"Stuart Whitman",2,6.9,7788,0,0,40,6.5,122,3.40983606557377049180327868852459016393
140144,"0087412","The Story of O Part 2","(no genres listed)","movie",1984,"06/08/1984",107,"AMLF",1.705747,"en","108","Éric Rochat",2,"Sandra Wey",0,"Rosa Valenty",1,3.7,294,0,0,7,3.7,5,2.7
77162,"0055382","The Roman Spring of Mrs. Stone","Drama|Romance","movie",1961,"28/12/1961",103,"Seven Arts Productions",0.255973,"en","103","José Quintero",2,"Vivien Leigh",1,"Warren Beatty",2,6.5,2300,0,0,4,7.4,16,3.0625
123512,"0030989","A Yank at Oxford","Drama|Romance","movie",1938,"18/02/1938",102,"Metro-Goldwyn-Mayer British Studios",0.087548,"en","102","Jack Conway",2,"Robert Taylor",2,"Lionel Barrymore",2,6.7,994,1374000,2736000,2,7.5,1,3
158990,"0043045","Three Secrets","Drama","movie",1950,"20/10/1950",98,"United States Pictures",0.200101,"en","98","Robert Wise",2,"Eleanor Parker",1,"Patricia Neal",1,6.9,397,0,0,3,5.5,4,3.125
8461,"0036777","Dragon Seed","Drama|War","movie",1944,"20/07/1944",145,"Metro-Goldwyn-Mayer (MGM)",0.071902,"en","148","Harold S. Bucquet",2,"Katharine Hepburn",1,"Walter Huston",2,6.1,1035,0,0,3,3.3,7,2.78571428571428571428571428571428571429
9007,"0036940","I'll Be Seeing You","Drama","movie",1944,"31/12/1944",85,"United Artists",0.197136,"en","85","William Dieterle",0,"Ginger Rogers",1,"Joseph Cotten",2,7.2,1916,0,0,4,4.9,14,3.17857142857142857142857142857142857143
32551,"0019412","Speedy","Action|Comedy","movie",1928,"07/04/1928",86,"The Harold Lloyd Corporation",0.196959,"en","85","Ted Wilde",2,"Harold Lloyd",2,"Ann Christy",0,7.7,3074,0,0,16,7.6,25,3.48
4607,"0097570","In Country","Drama","movie",1989,"15/09/1989",120,"Warner Bros.",0.881215,"en","120","Norman Jewison",2,"Bruce Willis",2,"Emily Lloyd",1,5.8,2645,18,0,11,5.3,77,3.25974025974025974025974025974025974026
559,"0107779","Paris, France","Comedy","movie",1993,"04/02/1994",112,"Téléfilm Canada",0.41791,"en","112","Jerry Ciccoritti",0,"Leslie Hope",1,"Peter Outerbridge",2,5.2,440,0,0,2,6,45,2.95555555555555555555555555555555555556
153520,"2676710","616: Paranormal Incident","Horror","movie",2013,"12/02/2013",83,"none",0.157559,"en","90","none",1,"Vai Au-Harehoe",1,"Josef Cannon",0,2.8,519,0,0,8,3.1,6,2.41666666666666666666666666666666666667
66323,"0114626","Daddy","Drama","movie",1995,"14/12/1995",110,"none",0.00029,"en","110","Maciej ?lesicki",0,"Bogus?aw Linda",2,"Dorota Segda",0,7.2,1300,0,0,6,7.3,16,3.5
81396,"0023825","Bombshell","Comedy|Drama|Romance","movie",1933,"13/10/1933",96,"Metro-Goldwyn-Mayer (MGM)",0.080919,"en","96","Victor Fleming",0,"Jean Harlow",1,"Lee Tracy",2,7.1,2191,0,0,6,6.2,15,3.1
122108,"0060893","The Reptile","Horror","movie",1966,"06/03/1966",90,"Hammer Film Productions",0.283021,"en","91","John Gilling",2,"Noel Willman",2,"Jennifer Daniel",1,6.2,3003,0,0,19,6,12,2.54166666666666666666666666666666666667
6843,"0083906","Eureka","Drama","movie",1983,"01/05/1983",130,"JF Productions",0.395165,"en","130","Nicolas Roeg",2,"Gene Hackman",2,"Theresa Russell",1,6,2788,0,123572,14,5.8,33,3
74859,"0066858","The Boy Friend","Comedy|Musical|Romance","movie",1971,"16/12/1971",137,"Metro-Goldwyn-Mayer (MGM)",0.088505,"en","137","Ken Russell",2,"Twiggy",1,"Christopher Gable",2,6.8,2852,0,0,2,6.5,17,3.23529411764705882352941176470588235294
77517,"0062377","Tobruk","Drama|War","movie",1967,"07/02/1967",107,"Universal Pictures",1.587036,"en","107","Arthur Hiller",2,"Rock Hudson",2,"George Peppard",2,6.4,2709,0,0,14,5.8,19,3.15789473684210526315789473684210526316
2603,"0128370","Nô","Drama","movie",1998,"26/05/1998",85,"none",0.010018,"en","85","Robert Lepage",2,"Anne-Marie Cadieux",1,"Marie Gignac",0,7,414,0,0,1,7,30,2.93333333333333333333333333333333333333
183123,"0288243","Taboo","Drama|Horror|Mystery|Thriller","movie",2002,"14/01/2002",80,"Creative Entertainment Group",0.231276,"en","80","Max Makowski",0,"Nick Stahl",2,"Eddie Kaye Thomas",2,3.5,1741,0,0,9,2.9,4,2.875
53548,"0046248","Robot Monster","Horror|Sci-Fi","movie",1953,"25/06/1953",66,"Three Dimension Pictures",0.000913,"en","66","Phil Tucker",0,"George Nader",2,"Claudia Barrett",1,3,4363,16000,1000000,14,3.1,27,1.72222222222222222222222222222222222222
79395,"0047494","The Silver Chalice","Drama|Romance","movie",1954,"20/12/1954",142,"Warner Bros.",0.097248,"en","142","Victor Saville",0,"Virginia Mayo",1,"Pier Angeli",1,4.7,1367,4500000,3200000,4,4.9,4,1.875
155930,"0085375","Smorgasbord","Comedy|Fantasy|Sci-Fi","movie",1983,"13/04/1983",89,"Warner Bros.",0.07173,"en","89","Jerry Lewis",2,"Jerry Lewis",2,"Milton Berle",2,6.1,756,0,0,4,3.9,5,2.5
69233,"0009937","Blind Husbands","Drama|Romance","movie",1919,"21/10/1919",99,"Universal Film Manufacturing Company",0.007865,"en","99","Erich von Stroheim",0,"Erich von Stroheim",0,"Gibson Gowland",2,7,1290,42,0,3,6,14,2.89285714285714285714285714285714285714
116243,"0021763","Convicted","Drama|Thriller","movie",1931,"01/11/1931",63,"none",0.000145,"en","63","Christy Cabanne",1,"Aileen Pringle",1,"Jameson Thomas",2,4.9,52,0,0,1,4,1,5
32342,"0399901","Woman Thou Art Loosed","Drama","movie",2004,"30/09/2004",94,"none",0.001782,"en","94","Michael Schultz",2,"Kimberly Elise",1,"Loretta Devine",1,6.6,877,3000000,6804016,3,5,22,2.88636363636363636363636363636363636364
124767,"0041963","The Threat","Crime|Thriller","movie",1949,"01/12/1949",66,"RKO Radio Pictures",0.001184,"en","66","Felix E. Feist",2,"Michael O'Shea",2,"Virginia Grey",1,6.7,900,0,0,4,5,8,2.5
136532,"0100448","Ator IV: The Hobgoblin","Adventure|Fantasy","movie",1990,"01/01/1990",94,"Filmirage",0.027294,"en","94","Joe D'Amato",2,"Eric Allan Kramer",2,"Margaret Lenzey",0,2.6,622,0,0,4,4.4,3,2.5
82608,"0421090","Zerophillia","Comedy|Romance","movie",2005,"13/10/2005",90,"TLA Releasing",0.470574,"en","90","Martin Curland",0,"Taylor Handley",2,"Dustin Seavey",0,6.1,2209,325000,0,13,4.6,19,3.34210526315789473684210526315789473684
93344,"0058050","The Earth Dies Screaming","Horror|Sci-Fi","movie",1964,"14/10/1964",62,"Lippert Films",0.013913,"en","62","Terence Fisher",2,"Willard Parker",2,"Virginia Field",0,5.9,1288,0,0,12,6.4,10,1.95
77835,"0036384","Stage Door Canteen","Comedy|Musical|Romance|War","movie",1943,"24/06/1943",132,"none",0.049467,"en","132","Frank Borzage",2,"Judith Anderson",1,"Tallulah Bankhead",1,6.2,1404,0,0,2,6.3,11,2.86363636363636363636363636363636363636
26304,"0070726","The Spook Who Sat by the Door","Action|Crime|Drama","movie",1973,"21/09/1973",102,"none",0.000203,"en","102","Ivan Dixon",2,"Lawrence Cook",2,"Janet League",0,7.1,1068,0,0,4,7,12,3.58333333333333333333333333333333333333
115653,"0052639","Blue Denim","Drama","movie",1959,"30/07/1959",89,"Twentieth Century Fox Film Corporation",0.033815,"en","89","Philip Dunne",2,"Carol Lynley",1,"Brandon De Wilde",2,6.6,546,0,0,0,0,5,2.9
154596,"0108257","Sure Fire","(no genres listed)","movie",1990,"09/09/1990",83,"none",0.008,"en","83","Jon Jost",2,"Tom Blair",0,"Kristi Hager",0,6.9,146,0,0,0,0,5,3.3
7129,"0098153","Queen of Hearts","Comedy|Drama|Romance","movie",1989,"01/10/1989",112,"none",0.071599,"en","112","Jon Amiel",2,"none",0,"none",0,6.7,443,0,0,5,5.9,21,3.76190476190476190476190476190476190476
112798,"0082902","Pinball Summer","Comedy","movie",1980,"27/06/1980",99,"Brookdale Productions",0.000305,"en","99","George Mihalka",2,"Michael Zelniker",2,"Carl Marotte",2,4.5,362,0,0,2,3.8,5,2.3
114834,"0097498","Hellgate","Comedy|Horror","movie",1989,"03/02/1989",91,"Distant Horizons",0.093116,"en","91","William A. Levey",0,"Ron Palillo",2,"Abigail Wolcott",0,3.5,1338,0,0,14,2.7,11,2.18181818181818181818181818181818181818
123099,"0080853","The Hearse","Drama|Horror|Mystery","movie",1980,"01/06/1980",95,"Crown International Pictures",0.208304,"en","99","George Bowers",2,"Trish Van Devere",1,"Joseph Cotten",2,4.9,1732,0,0,14,5.5,8,2.3125
135157,"0065700","Entertaining Mr. Sloane","Comedy","movie",1970,"27/07/1970",94,"none",0.122389,"en","94","Douglas Hickox",2,"Beryl Reid",1,"Harry Andrews",2,6.5,523,0,0,5,6.2,6,3.66666666666666666666666666666666666667
163272,"0034716","The Falcon Takes Over","Crime|Mystery","movie",1942,"29/05/1942",65,"RKO Radio Pictures",0.059076,"en","65","Irving Reis",2,"George Sanders",2,"Lynn Bari",0,6.5,780,0,0,9,6,2,3
67809,"0073241","Killer Force","Action|Thriller","movie",1976,"14/01/1976",102,"Houtsnede Maatschappij N.V.",0.085892,"en","102","Val Guest",2,"Telly Savalas",2,"Peter Fonda",2,5.5,461,0,0,3,3.7,4,2.5
149868,"0026195","Chandu on the Magic Island","Action|Mystery","movie",1935,"01/01/1935",70,"Principal Productions Inc.",0.020226,"en","70","Ray Taylor",0,"Bela Lugosi",0,"Maria Alba",1,4.6,136,0,0,2,3.8,3,2.5
166399,"0274069","Routine Pleasures","(no genres listed)","movie",1986,"30/04/1986",81,"Channel Four Films",0.013162,"en","81","Jean-Pierre Gorin",0,"none",0,"none",0,6.9,193,0,0,1,5,2,2.75
197649,"0079268","Hanover Street","Drama|Romance|War","movie",1979,"18/05/1979",109,"Columbia Pictures Corporation",0.705465,"en","109","Peter Hyams",2,"Harrison Ford",2,"Lesley-Anne Down",1,6,4413,0,3000000,20,5.3,2,2.75
209069,"0272125","Snapshots","Drama|Romance","movie",2002,"21/02/2002",93,"none",0.08109,"en","93","Rudolf van den Berg",0,"Burt Reynolds",2,"Julie Christie",1,6,326,0,0,2,6,1,3
131736,"0091909","Screen Test","Comedy","movie",1985,"09/08/1985",0,"none",0.112719,"en","84","Sam Auster",0,"Michael Allan Bloom",0,"Robert Bundy",2,4.2,137,0,0,0,0,1,2.5
131928,"0087648","Lovelines","Comedy","movie",1984,"02/11/1984",93,"TriStar Pictures",0.015599,"en","93","Rod Amateau",2,"none",0,"Greg Bradford",0,5.5,229,0,0,0,0,2,2.5
120524,"0062731","The Biggest Bundle of Them All","Comedy|Crime","movie",1968,"17/01/1968",108,"Metro-Goldwyn-Mayer (MGM)",0.068844,"en","105","Ken Annakin",2,"Vittorio De Sica",2,"Raquel Welch",1,5.4,467,0,0,3,9.5,3,2.66666666666666666666666666666666666667
109935,"1990217","The Artist and the Model","Drama","movie",2012,"28/09/2012",104,"Fernando Trueba Producciones Cinematográficas S.A.",0.3635,"en","105","Fernando Trueba",0,"Jean Rochefort",2,"Aida Folch",1,6.6,1533,0,0,9,6.1,6,3
183655,"0286978","Sobibor, October 14, 1943, 4 p.m.","Documentary","movie",2001,"13/05/2001",102,"none",0.000188,"en","95","Claude Lanzmann",0,"none",0,"none",0,7.3,455,0,0,1,5,3,2.83333333333333333333333333333333333333
134290,"0076853","The Uncanny","Horror","movie",1977,"24/08/1977",89,"The Rank Organisation",0.070847,"en","89","Denis Héroux",2,"Peter Cushing",2,"Ray Milland",2,5.7,1216,0,0,6,6.3,6,2.41666666666666666666666666666666666667
116698,"0033519","Dead Men Tell","Comedy|Crime|Drama|Mystery|Thriller","movie",1941,"28/03/1941",61,"Twentieth Century Fox Film Corporation",0.072239,"en","61","Harry Lachman",2,"Sidney Toler",0,"Sheila Ryan",1,7.2,1076,0,0,6,6.8,2,3
82476,"0048210","Interrupted Melody","Drama|Musical","movie",1955,"01/07/1955",106,"Metro-Goldwyn-Mayer (MGM)",0.012149,"en","106","Curtis Bernhardt",0,"Glenn Ford",2,"Eleanor Parker",1,6.7,859,0,0,1,4,5,2.9
161534,"0024382","Night of Terror","Horror|Thriller","movie",1933,"23/04/1933",65,"Bryan Foy Productions",0.001255,"en","65","Benjamin Stoloff",0,"Bela Lugosi",0,"Wallace Ford",2,5.7,421,0,0,3,7,2,3.5
86900,"0063410","Paper Lion","Comedy","movie",1968,"23/10/1968",107,"United Artists",0.00633,"en","107","Alex March",2,"Alan Alda",2,"Lauren Hutton",1,6.3,913,0,0,3,7,11,2.68181818181818181818181818181818181818
132565,"0950500","The Unseeable","Drama|Horror|Mystery","movie",2006,"02/11/2006",100,"none",0.049047,"en","94","Wisit Sasanatieng",0,"Suporntip Chuangrangsri",0,"Siraphan Wattanajinda",1,6.9,782,2000000,0,9,6.8,5,2.8
194670,"0103157","The Unborn","Horror|Sci-Fi","movie",1991,"29/03/1991",83,"Concorde-New Horizons",0.031437,"en","83","Rodman Flender",2,"Brooke Adams",1,"Jeff Hayenga",2,4.4,980,0,0,4,4.8,2,3.25
98213,"0015684","The Circle","Drama","movie",1925,"22/09/1925",66,"Metro-Goldwyn-Mayer (MGM)",0.007303,"en","71","Frank Borzage",2,"none",0,"Eleanor Boardman",1,6.3,484,0,0,1,7,2,1.75
25768,"0019344","Sadie Thompson","Drama","movie",1928,"07/01/1928",91,"Gloria Swanson Pictures",0.132686,"en","97","Raoul Walsh",2,"Gloria Swanson",1,"Lionel Barrymore",2,7.2,2453,0,0,6,6.3,6,3.5
99564,"0034514","The Big Street","Drama|Romance","movie",1942,"13/08/1942",88,"RKO Radio Pictures",0.003968,"en","88","Irving Reis",2,"Henry Fonda",2,"Lucille Ball",1,6.5,1095,0,0,0,0,4,2.5
134700,"2199436","The Judgement","Drama","movie",2014,"16/10/2014",115,"Sektor Film Skopje",0.02529,"en","107","Stephan Komandarev",0,"none",0,"Assen Blatechki",2,7.4,908,0,0,2,6,3,3.16666666666666666666666666666666666667
120514,"0049847","Three Men in a Boat","Animation|Comedy|Romance","movie",1956,"23/12/1956",84,"none",0.196047,"en","84","Ken Annakin",2,"Jimmy Edwards",2,"Laurence Harvey",2,5.5,329,0,0,2,6.5,2,2.25
123262,"0058525","Rio Conchos","Action|Western","movie",1964,"28/10/1964",107,"Twentieth Century Fox Film Corporation",0.411722,"en","107","Gordon Douglas",2,"Richard Boone",2,"Stuart Whitman",2,6.6,1603,0,0,8,5,4,3
181599,"2938230","The Devil's Woods","Horror","movie",2015,"24/10/2015",73,"none",0.009423,"en","73","Anthony White",0,"none",0,"Stephen Cromwell",0,3.1,205,0,0,0,0,2,4.5
116078,"0032346","Colorado","Action|Western","movie",1940,"15/09/1940",54,"Republic Pictures (I)",0.000279,"en","57","Joseph Kane",2,"Roy Rogers",2,"George 'Gabby' Hayes",2,5.9,211,0,0,0,0,1,3
202025,"0082841","Olivia","Crime|Drama|Horror|Romance","movie",1983,"01/03/1983",80,"Ambassador",0.177221,"en","85","Ulli Lommel",0,"none",0,"Suzanna Love",1,4.9,427,0,0,4,4.3,1,1.5
121751,"0047625","Beautiful Stranger","Drama|Mystery","movie",1954,"13/07/1954",89,"none",0.0655,"en","89","David Miller",2,"Ginger Rogers",1,"Herbert Lom",2,6.1,256,0,0,2,2,1,1
123808,"0012068","The Conquering Power","(no genres listed)","movie",1921,"08/07/1921",89,"Metro Pictures",0.174321,"en","89","Rex Ingram",2,"Rudolph Valentino",2,"Alice Terry",1,6.8,405,0,0,0,0,1,3
204094,"0355036","Five Golden Flowers","(no genres listed)","movie",1959,"01/01/1959",105,"none",0.033368,"en","105","Jiayi Wang",0,"Likun Yang",0,"Zhijiang Mo",0,7.1,58,0,0,1,5,1,3.5
205599,"0096778","Come Come Come Upward","Drama","movie",1989,"01/04/1989",134,"none",0.088365,"en","134","Im Kwon-taek",0,"none",0,"none",0,6.9,130,0,0,3,6.7,1,3.5
140411,"0056472","Gladiators 7","Action","movie",1962,"11/10/1962",93,"none",0.000174,"en","105","Pedro Lazaga",2,"Richard Harrison",2,"Loredana Nusciak",0,5.5,155,0,0,0,0,3,2.33333333333333333333333333333333333333
150196,"0039676","The October Man","Drama|Mystery|Thriller","movie",1947,"28/08/1947",110,"Two Cities Films",0.118737,"en","95","Roy Ward Baker",2,"John Mills",2,"Joan Greenwood",1,7.1,975,0,0,9,5.6,2,2.5
157045,"0051214","The Young Stranger","Drama","movie",1957,"01/02/1957",84,"Stuart Miller Productions",0.038192,"en","84","John Frankenheimer",2,"James MacArthur",2,"Kim Hunter",1,6.6,482,0,0,1,5,2,3.25
153859,"0275256","Chermeni","(no genres listed)","movie",1970,"01/01/1970",0,"none",0.0003,"en","105","Nikoloz Sanishvili",0,"none",0,"none",0,7.2,16,0,0,0,0,2,2.75
161876,"0020466","Sunnyside Up","(no genres listed)","movie",1929,"25/12/1929",121,"Fox Film Corporation",0.004265,"en","121","David Butler",2,"Janet Gaynor",1,"Charles Farrell",0,6.5,347,0,0,1,10,2,4.25
160600,"0112843","The Demolitionist","Action|Sci-Fi","movie",1995,"09/03/1995",0,"Planet Productions",0.050463,"en","100","Robert Kurtzman",2,"Nicole Eggert",1,"Bruce Abbott",2,4.3,861,1000000,0,5,5.3,2,2.5
180105,"0074678","The Incredible Sarah","(no genres listed)","movie",1976,"05/11/1976",106,"none",0.001,"en","106","Richard Fleischer",0,"Glenda Jackson",1,"Daniel Massey",2,5.7,161,0,0,0,0,1,2.5
