"","TITLE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING","REVENUElog","drama","romance","thriller","comedy","sci-fi","adventure","animation","children","imax","musical","action","mystery","crime","war","western","fantasy","horror","documentary","film-noir","NO_GENRE"
"962","Under the Cherry Moon",1986,"02/07/1986",98,"Warner Bros.",1.249921,"Prince",2,"Prince",2,"Kristin Scott Thomas",1,5.1,2934,0,10090429,12,5.7,74,2.43918918918919,16.1270980078737,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"963","The Second Jungle Book: Mowgli & Baloo",1997,"16/05/1997",88,"TriStar Pictures",0.34774,"Duncan McLachlan",2,"Gulshan Grover",2,"Jamie Williams",2,4.5,947,0,479099,5,3.2,114,2.42105263157895,13.0796646228712,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"964","She-Wolf of London",1946,"17/05/1946",61,"Universal Pictures",0.970699,"Jean Yarbrough",2,"Don Porter",2,"June Lockhart",1,5.2,2128,0,0,11,6.2,17,2.41176470588235,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"965","Slaughterhouse Rock",1988,"21/05/1988",90,"Arista Films",5e-04,"Dimitri Logothetis",2,"Toni Basil",1,"Nicholas Celozzi",0,4.1,655,0,0,4,4,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"966","Flesh and the Devil",1926,"26/12/1926",112,"Metro-Goldwyn-Mayer (MGM)",0.115715,"Clarence Brown",2,"John Gilbert",2,"Greta Garbo",1,7.7,3805,12.8293363795875,658000,11,7.9,16,3.59375,13.3969617300631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","Drop Dead Sexy",2005,"12/03/2005",83,"Arrival Pictures",1.03134,"Michael Philip",2,"Jason Lee",2,"Crispin Glover",2,5,2135,0,0,14,4.4,7,2.85714285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"968","Agatha",1979,"09/02/1979",105,"First Artists",0.862367,"Michael Apted",2,"Dustin Hoffman",2,"Vanessa Redgrave",1,6.3,2684,0,0,10,6.8,14,2.89285714285714,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"969","Vicious Lips",1986,"01/01/1986",84,"Empire Pictures",0.192918,"Albert Pyun",2,"Gina Calabrese",0,"Dru-Anne Perry",0,4.6,1358,0,0,7,4.2,8,3.0625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"970","The V.I.P.s",1963,"01/05/1963",119,"Metro-Goldwyn-Mayer (MGM)",0.591993,"Anthony Asquith",2,"Elizabeth Taylor",1,"Richard Burton",2,6.3,3182,0,0,11,5.2,10,2.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971","Die, Monster, Die!",1965,"26/10/1965",80,"none",0.309416,"Daniel Haller",0,"Boris Karloff",0,"Nick Adams",2,5.6,2670,0,0,16,6.5,68,2.65441176470588,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"972","Android",1982,"15/10/1982",80,"New World Pictures",0.188611,"Aaron Lipstadt",2,"Klaus Kinski",2,"Brie Howard",1,5.8,2202,0,0,16,5.4,77,2.85064935064935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"973","A Cry in the Wild",1990,"01/06/1990",82,"none",0.343305,"Mark Griffiths",2,"Jared Rushton",2,"Ned Beatty",2,5.5,899,0,1,6,6.7,6,3.08333333333333,0.693147180559945,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"974","Spring Forward",1999,"01/09/1999",110,"IFC Films",0.091506,"Tom Gilroy",2,"Ned Beatty",2,"Liev Schreiber",2,7.5,1312,0,0,6,6.5,71,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","The Big Trail",1930,"01/11/1930",125,"Fox Film Corporation",0.628784,"Raoul Walsh",2,"John Wayne",2,"Marguerite Churchill",1,7.2,3212,0,0,26,6,28,3.17857142857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"976","Rancho Notorious",1952,"01/03/1952",89,"Fidelity Pictures Corporation",0.269416,"Fritz Lang",2,"Marlene Dietrich",1,"Arthur Kennedy",0,7,3675,0,0,22,6.2,25,3.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"977","Whistle Down the Wind",1961,"25/07/1961",99,"none",0.215957,"Bryan Forbes",0,"Alan Bates",2,"Hayley Mills",1,7.7,2873,0,0,15,6.5,18,3.55555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","Hum Hain Rahi Pyar Ke",1993,"05/07/1993",163,"none",4e-04,"Mahesh Bhatt",2,"Aamir Khan",2,"Juhi Chawla",1,7.4,5123,0,0,5,7.4,4,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"979","Which Way to the Front?",1970,"04/09/1970",96,"none",0.067742,"Jerry Lewis",2,"Jerry Lewis",2,"Jan Murray",2,4.6,1113,0,0,6,4.4,5,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"980","If Looks Could Kill",1991,"15/03/1991",88,"Warner Bros.",1.027946,"William Dear",2,"Richard Grieco",2,"Gabrielle Anwar",1,5.8,6230,0,7788597,30,5.4,21,2.76190476190476,15.8681714273235,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"981","Lilith",1964,"27/09/1964",114,"Columbia Pictures Corporation",0.16564,"Robert Rossen",2,"Warren Beatty",2,"Jean Seberg",1,6.9,2290,0,0,15,6.4,31,3.20967741935484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","The Devil Thumbs a Ride",1947,"20/02/1947",62,"RKO Radio Pictures",0.208297,"Felix E. Feist",2,"Lawrence Tierney",2,"Ted North",2,6.9,737,0,0,7,5.6,6,3.16666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"983","My Geisha",1962,"13/06/1962",119,"Paramount Pictures",0.128304,"Jack Cardiff",2,"Shirley MacLaine",1,"Yves Montand",2,6.6,1241,0,0,3,6,10,3.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984","Trying to Kiss the Moon",1994,"11/08/1994",95,"none",0.00015,"Stephen Dwoskin",0,"none",0,"none",0,7,22,0,0,0,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"985","Jet Pilot",1957,"11/10/1957",112,"RKO Radio Pictures",0.129644,"Josef von Sternberg",2,"John Wayne",2,"Janet Leigh",1,5.7,2047,16.0127352464116,0,15,5.2,12,2.91666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Ride",1998,"27/03/1998",90,"Dimension Films",0.407731,"Millicent Shelton",1,"none",0,"Malik Yoba",2,4.5,673,0,0,3,5.7,11,2.04545454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","The Valley of Decision",1945,"01/06/1945",119,"Metro-Goldwyn-Mayer (MGM)",0.16854,"Tay Garnett",2,"Greer Garson",1,"Gregory Peck",2,7.4,1749,14.5856192426232,9132000,4,5.8,7,3.78571428571429,16.0272953961369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988","Devil's Doorway",1950,"15/09/1950",84,"Metro-Goldwyn-Mayer (MGM)",0.543488,"Anthony Mann",2,"Robert Taylor",2,"Louis Calhern",2,7.3,1239,0,0,9,5.9,5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"989","He-Man and She-Ra: The Secret of the Sword",1985,"01/01/1985",100,"Filmation Associates",0.450514,"Gwen Wetzler",0,"John Erwin",2,"Melendy Britt",1,7.2,2256,0,7,9,6.9,9,3.11111111111111,2.07944154167984,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"990","Fiorile",1993,"06/06/1993",118,"none",0.153195,"Paolo Taviani",2,"Claudio Bigagli",2,"Galatea Ranzi",0,6.7,1038,0,0,6,7,9,3.22222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","Bullshot",1983,"15/11/1983",85,"none",0.037967,"Dick Clement",2,"Alan Shearman",2,"Diz White",0,6.1,596,0,0,6,6.1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","Fugitive Pieces",2007,"06/09/2007",104,"Serendipity Point Films",0.267651,"Jeremy Podeswa",2,"Rade Serbedzija",2,"Stephen Dillane",2,7,2303,0,0,8,6.5,12,3.04166666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","Midnight",1934,"17/03/1934",76,"none",0.120771,"Chester Erskine",2,"Sidney Fox",1,"O.P. Heggie",2,5.6,733,0,0,5,3.1,2,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"994","Wild Geese II",1985,"18/10/1985",125,"Frontier Films",0.179308,"Peter R. Hunt",0,"Scott Glenn",2,"Barbara Carrera",1,4.8,1109,0,0,10,3.9,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"995","Final Cut: The Making and Unmaking of Heaven's Gate",2004,"08/10/2004",78,"none",0.003158,"Michael Epstein",0,"none",0,"none",0,7.7,407,0,0,2,7.5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"996","Western",1997,"09/05/1997",124,"none",0.085844,"Manuel Poirier",2,"Sergi López",2,"Sacha Bourdo",2,6.9,995,0,0,3,5.3,7,3.57142857142857,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","Head of the Family",1996,"29/11/1996",82,"Full Moon Entertainment",0.085194,"Charles Band",2,"Blake Adams",2,"Jacqueline Lovell",1,5.3,1314,0,0,7,5.6,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"998","Lords of the Deep",1989,"02/06/1989",77,"none",0.003482,"Mary Ann Fisher",0,"Bradford Dillman",2,"Priscilla Barnes",1,2.6,820,0,0,2,3.5,3,2.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","Dudes & Dragons",2015,"10/10/2015",122,"none",0.3189,"Maclain Nelson",2,"none",0,"James Marsters",2,4.6,887,0,0,9,4.1,3,1.83333333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1000","Mixed Blood",1984,"01/10/1984",98,"Sara Films",2e-04,"Paul Morrissey",0,"Marília Pêra",1,"Richard Ulacia",0,6,373,0,0,4,5.9,4,3.125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1001","Munster, Go Home!",1966,"15/06/1966",96,"Universal Pictures",0.273641,"Earl Bellamy",2,"Fred Gwynne",2,"Yvonne De Carlo",1,6.5,1700,0,0,8,5.6,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","The Seventh Sin",1957,"28/06/1957",94,"Metro-Goldwyn-Mayer (MGM)",0.161946,"Ronald Neame",2,"Eleanor Parker",1,"Bill Travers",2,6.4,241,0,0,1,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","The Phantom Fiend",1932,"08/09/1932",85,"none",0.104186,"Maurice Elvey",2,"Ivor Novello",2,"Elizabeth Allan",1,5.7,267,0,0,1,6,3,2.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1004","Reaching for the Moon",1917,"16/11/1917",69,"Douglas Fairbanks Pictures",0.023693,"John Emerson",2,"Douglas Fairbanks",0,"Eileen Percy",1,6.4,75,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","Two O'Clock Courage",1945,"13/04/1945",68,"RKO Radio Pictures",0.142683,"Anthony Mann",2,"Tom Conway",2,"Ann Rutherford",1,6.5,778,0,0,5,4.7,4,3.125,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1006","Invasion, U.S.A.",1952,"10/12/1952",73,"American Pictures",0.000378,"Alfred E. Green",0,"Gerald Mohr",2,"Peggie Castle",1,3.2,1163,0,0,2,1.5,5,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","My Friend Irma Goes West",1950,"04/07/1950",91,"Paramount Pictures",0.000505,"Hal Walker",2,"Marie Wilson",1,"Diana Lynn",1,6.2,497,0,0,3,6.3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1008","Menno's Mind",1997,"13/12/1997",95,"Showtime Networks",0.052736,"Jon Kroll",0,"Billy Campbell",2,"Corbin Bernsen",2,4.4,336,0,0,0,0,2,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","Lost in a Harem",1944,"01/12/1944",89,"Metro-Goldwyn-Mayer (MGM)",0.061418,"Charles Reisner",0,"Bud Abbott",2,"Lou Costello",2,6.6,1075,0,0,4,5.6,4,4.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","Russian Roulette",1975,"20/08/1975",93,"Incorporated Television Company (ITC)",0.088685,"Lou Lombardo",2,"George Segal",2,"Cristina Raines",1,5.7,253,14.0386549092782,0,1,5,3,3.83333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","Romance on the Run",1938,"11/05/1938",0,"Republic Pictures (I)",0.002163,"Gus Meins",2,"none",0,"Donald Woods",2,6.7,87,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1012","The Whistler",1944,"30/03/1944",59,"Columbia Pictures Corporation",0.110169,"William Castle",2,"Richard Dix",2,"Gloria Stuart",1,6.5,738,0,0,5,5.5,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1013","Colt Comrades",1943,"18/06/1943",67,"United Artists",0.029819,"Lesley Selander",2,"William Boyd",2,"Andy Clyde",2,6.8,164,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1014","The Fake",1953,"25/09/1953",80,"Pax Films",0.000288,"Godfrey Grayson",2,"Dennis O'Keefe",2,"Coleen Gray",0,6.2,230,0,0,2,5,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1015","The Gambler and the Lady",1952,"26/12/1952",72,"Lippert Films",0.079118,"Patrick Jenkins",0,"Dane Clark",2,"Kathleen Byron",1,5.8,231,0,0,3,5.5,2,2.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016","Sea Fury",1958,"26/08/1958",97,"S. Benjamin Fisz Productions",0.239676,"Cy Endfield",0,"none",0,"Stanley Baker",2,6,167,0,0,1,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","Dance Me to My Song",1998,"20/10/1998",101,"none",0.000248,"Rolf de Heer",0,"John Brumpton",2,"Rena Owen",1,6.9,299,0,0,2,5.5,2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1018","Serious Charge",1959,"30/04/1959",96,"none",0.234678,"Terence Young",2,"Anthony Quayle",2,"Sarah Churchill",1,6.3,168,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","Make a Wish",1937,"01/09/1937",77,"Sol Lesser Productions",0.081619,"Kurt Neumann",2,"Bobby Breen",0,"Basil Rathbone",2,5.9,127,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1020","Nasty Habits",1977,"18/03/1977",96,"Bowden Productions Limited",0.127099,"Michael Lindsay-Hogg",2,"Glenda Jackson",1,"Melina Mercouri",1,6,286,0,0,0,0,2,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","Star Spangled Rhythm",1942,"02/12/1942",99,"Paramount Pictures",0.151673,"George Marshall",2,"Bing Crosby",2,"Bob Hope",2,6.7,468,0,0,3,6.3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","The Bandits",1967,"07/12/1967",88,"Producciones Zacarías S.A",0.10566,"Alfredo Zacarías",0,"none",0,"Robert Conrad",2,5.5,39,0,0,0,0,1,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1023","The Phantom Empire",1935,"22/02/1935",245,"Mascot Pictures",0.275427,"B. Reeves Eason",0,"Gene Autry",2,"Frankie Darro",2,6.3,394,0,0,4,3.1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1024","Deadly Weapons",1974,"04/04/1974",75,"Juri Productions",1.7e-05,"Doris Wishman",1,"Chesty Morgan",0,"Harry Reems",2,3.9,837,0,0,10,3.5,1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1025","The Story of Dr. Wassell",1944,"04/07/1944",140,"Paramount Pictures",0.086387,"Cecil B. DeMille",2,"Gary Cooper",2,"Laraine Day",1,6.7,797,0,0,2,6.3,2,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1026","Tepepa",1969,"31/01/1969",136,"none",0.033581,"Giulio Petroni",2,"Tomás Milián",2,"Orson Welles",2,6.7,884,0,0,6,7.3,3,3.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1027","Renaldo and Clara",1978,"25/01/1978",235,"none",0.24052,"Bob Dylan",2,"Bob Dylan",2,"Joan Baez",1,6.8,459,0,0,2,10,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","The Avenger with a Flute",1986,"15/06/1986",108,"Hong-Jong Corporation",0.000443,"Kim Kil-In",0,"Yong Ho Ri",0,"Gwon Ri",0,6.8,425,0,0,3,7,2,3.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1029","The Last Warning",1928,"06/01/1929",0,"none",0.000485,"Paul Leni",2,"Laura La Plante",1,"Montagu Love",2,6.7,425,0,0,1,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1030","Bridge to the Sun",1961,"17/10/1961",113,"Metro-Goldwyn-Mayer (MGM)",0.033899,"Etienne Périer",2,"Carroll Baker",1,"James Shigeta",2,7.1,690,0,0,1,7,1,3.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1031","Women's Prison",1955,"01/02/1955",79,"Columbia Pictures",0.097306,"Lewis Seiler",2,"Ida Lupino",1,"Jan Sterling",1,6.5,675,0,0,3,6.2,3,3.33333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","The Dark Power",1985,"01/06/1985",78,"none",0.003554,"Phil Smoot",0,"Lash La Rue",2,"Anna Lane Tatum",0,3.4,517,0,0,4,4.5,2,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1033","Without Knowing Anything About Her",1969,"18/11/1969",96,"Rizzoli Film",0.001516,"Luigi Comencini",2,"none",0,"Paola Pitagora",1,6.7,47,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","All the Young Men",1960,"26/08/1960",90,"Columbia Pictures Corporation",0.144033,"Hall Bartlett",2,"Alan Ladd",2,"Sidney Poitier",2,6.3,476,0,0,1,6,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1035","Seminole Uprising",1955,"01/05/1955",74,"Columbia Pictures Corporation",0.245646,"Earl Bellamy",2,"George Montgomery",2,"Karin Booth",1,5.2,161,0,0,4,3.3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1036","The Corpse",1971,"01/01/1970",91,"none",0.010551,"Viktors Ritelis",0,"Michael Gough",2,"Yvonne Mitchell",1,5.1,724,0,0,4,4.5,3,3.33333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1037","Hababam S?n?f? Dokuz Do?uruyor",1978,"01/01/1978",85,"none",0.673087,"Kartal Tibet",0,"Munir Ozkul",2,"Adile Na?it",0,7.4,7166,0,0,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1038","Homework",1982,"27/08/1982",90,"Jensen Farley Pictures",0.476636,"James Beshears",0,"Joan Collins",1,"Michael Morgan",2,3.3,313,0,2914328,5,5.3,1,0.5,14.88515016259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","St. Louis Blues",1958,"07/04/1958",105,"none",0.160955,"Allen Reisner",2,"Nat 'King' Cole",2,"Eartha Kitt",1,7.2,519,0,0,1,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","Getting Lucky",1990,"31/12/1989",85,"Vista Street Entertainment",0.071006,"Michael Paul Girard",0,"Steven Cooke",0,"Lezlie Z. McCraw",0,4.1,362,0,0,3,7,1,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1041","A Man Called Gannon",1968,"08/03/1968",105,"Universal Pictures",0.215788,"James Goldstone",2,"Anthony Franciosa",2,"Michael Sarrazin",2,5.4,133,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1042","Oliver!",1968,"26/09/1968",153,"Columbia Pictures Corporation",3.505233,"Carol Reed",2,"Ron Moody",2,"Shani Wallis",1,7.4,33095,16.1180957509583,37402877,95,7,2176,3.66865808823529,17.4372582112958,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1043","In the Company of Men",1997,"19/01/1997",97,"Alliance Atlantis Communications",0.826726,"Neil LaBute",2,"Aaron Eckhart",2,"Stacy Edwards",1,7.2,12763,0,0,41,6.7,2369,3.65871675812579,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","Saw",2004,"01/10/2004",103,"Lions Gate Films",5.082923,"James Wan",2,"Cary Elwes",2,"Danny Glover",2,7.6,366132,13.9978329480912,103911669,1931,7.2,9315,3.3129898013956,18.4590517693001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1045","The Truman Show",1998,"04/06/1998",103,"Paramount Pictures",6.369043,"Peter Weir",2,"Jim Carrey",2,"Laura Linney",1,8.1,886181,17.909855136853,264118201,4111,7.8,33731,3.85974326287391,19.3919072957557,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","Star Trek: First Contact",1996,"21/11/1996",111,"Paramount Pictures",1.631826,"Jonathan Frakes",2,"James Cromwell",2,"Alfre Woodard",1,7.6,114454,17.6441519761925,150000000,641,7,19202,3.65459327153422,18.8261458587272,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1047","What Lies Beneath",2000,"21/07/2000",130,"DreamWorks SKG",2.840713,"Robert Zemeckis",2,"Harrison Ford",2,"Michelle Pfeiffer",1,6.6,114295,18.4206807539524,155464351,449,6.3,6366,3.21253534401508,18.8619270157139,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1048","The Break-Up",2006,"01/06/2006",106,"Universal Pictures",1.876671,"Peyton Reed",2,"Vince Vaughn",2,"Jennifer Aniston",1,5.8,121324,17.7667542957765,204999686,773,5.6,2265,2.86379690949227,19.1385190102722,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","Far from Home: The Adventures of Yellow Dog",1995,"13/01/1995",87,"Twentieth Century Fox Film Corporation",0.693916,"Phillip Borsos",0,"Mimi Rogers",1,"Jesse Bradford",2,6.4,2488,0,0,24,5.6,766,3.16579634464752,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1050","Circle of Friends",1995,"16/03/1995",103,"The Rank Organisation",0.697541,"Pat O'Connor",2,"Chris O'Donnell",2,"Minnie Driver",1,6.6,7823,0,0,27,6.4,5374,3.52847041310011,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051","Sleepy Hollow",1999,"18/11/1999",105,"Paramount Pictures",3.602306,"Tim Burton",2,"Johnny Depp",2,"Ian McDiarmid",2,7.3,317611,18.4206807539524,206071502,1563,6.9,14669,3.52392801145272,19.1437337684697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"1052","The Time Machine",1960,"17/08/1960",103,"George Pal Productions",1.779608,"George Pal",2,"Rod Taylor",2,"Alan Young",2,7.6,34676,13.5278298188449,0,199,7.5,2785,3.69569120287253,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1053","All the Right Moves",1983,"21/10/1983",91,"Twentieth Century Fox Film Corporation",0.820821,"Michael Chapman",2,"Tom Cruise",2,"Craig T. Nelson",2,5.9,15036,0,17233166,73,5.5,474,3.12447257383966,16.6623463989264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","Terminal Velocity",1994,"23/09/1994",102,"Hollywood Pictures",0.375574,"Deran Sarafian",2,"Charlie Sheen",2,"Nastassja Kinski",1,5.5,12458,17.7275335833924,16478900,74,5,2605,2.90019193857965,16.6175913933287,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1055","Dreamscape",1984,"15/08/1984",99,"Weintraub Entertainment Group",0.625718,"Joseph Ruben",2,"Dennis Quaid",2,"Max von Sydow",2,6.3,13149,0,12145169,68,6,1208,3.3567880794702,16.3124421178503,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1056","Untamed Heart",1993,"12/02/1993",102,"Metro-Goldwyn-Mayer (MGM)",1.06803,"Tony Bill",2,"Christian Slater",2,"Marisa Tomei",1,6.8,12275,0,18899204,42,6.5,827,3.22370012091898,16.7546304156531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","The Boys from County Clare",2003,"12/09/2003",91,"Isle of Man Film Commission",0.09498,"John Irvin",2,"Colm Meaney",2,"Bernard Hill",2,6.5,1352,0,0,2,6.3,31,3.38709677419355,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
